number,discovery_date,discovery_site,discoverer,category,diameter_km
1357,"July 2, 1935",Johannesburg,C. Jackson,·,38.0
1358,"July 21, 1935",Johannesburg,C. Jackson,·,22.0
1359,"July 22, 1935",Johannesburg,C. Jackson,·,46.0
1360,"July 22, 1935",Johannesburg,C. Jackson,·,33.0
1361,"August 30, 1935",Uccle,E. Delporte,·,30.0
1362,"July 31, 1935",Johannesburg,C. Jackson,T j (2.95) · 2:1J,27.0
1363,"August 30, 1935",Uccle,E. Delporte,KOR,14.0
1364,"November 18, 1935",Algiers,L. Boyer,EOS,21.0
1365,"September 9, 1928",Heidelberg,M. F. Wolf,(883),11.0
1366,"November 29, 1932",Uccle,E. Delporte,·,28.0
1367,"July 3, 1934",Johannesburg,C. Jackson,PHO,9.4
1368,"April 30, 1935",Johannesburg,C. Jackson,MAR,20.0
1369,"August 27, 1935",Crimea-Simeis,P. F. Shajn,·,42.0
1370,"August 31, 1935",Heidelberg,K. Reinmuth,fast,5.5
1371,"August 31, 1935",Heidelberg,K. Reinmuth,·,27.0
1372,"August 31, 1935",Heidelberg,K. Reinmuth,WAT ·,26.0
1373,"August 30, 1935",Mount Wilson,E. Hubble,T j (2.72) · CYB,19.0
1374,"October 21, 1935",Uccle,E. Delporte,·,6.5
1375,"October 22, 1935",Uccle,E. Delporte,·,14.0
1376,"October 29, 1935",Algiers,G. Reiss,·,7.1
1377,"February 14, 1936",Algiers,L. Boyer,·,6.2
1378,"February 21, 1936",Uccle,F. Rigaux,·,21.0
1379,"March 19, 1936",Crimea-Simeis,G. N. Neujmin,·,19.0
1380,"March 16, 1936",Algiers,L. Boyer,·,21.0
1381,"August 20, 1930",Crimea-Simeis,"Skvortsov, E.",·,20.0
1382,"January 21, 1925",Heidelberg,K. Reinmuth,·,12.0
1383,"September 9, 1934",Johannesburg,H. van Gent,THM,23.0
1384,"September 9, 1934",Johannesburg,H. van Gent,ADE,27.0
1385,"May 24, 1935",Johannesburg,H. van Gent,·,20.0
1386,"July 28, 1935",Crimea-Simeis,G. N. Neujmin,·,11.0
1387,"August 27, 1935",Crimea-Simeis,P. F. Shajn,·,7.5
1388,"September 24, 1935",Uccle,E. Delporte,EOS,21.0
1389,"September 28, 1935",Johannesburg,H. van Gent,KOR,14.0
1390,"October 3, 1935",Crimea-Simeis,P. F. Shajn,CYB,96.0
1391,"February 16, 1936",Turku,Y. Väisälä,·,11.0
1392,"March 16, 1936",Algiers,L. Boyer,·,26.0
1393,"May 25, 1936",Johannesburg,C. Jackson,slow,11.0
1394,"June 12, 1936",Johannesburg,C. Jackson,·,20.0
1395,"July 16, 1936",Heidelberg,K. Reinmuth,·,20.0
1396,"August 9, 1936",Johannesburg,C. Jackson,·,12.0
1397,"August 9, 1936",Johannesburg,C. Jackson,·,21.0
1398,"August 26, 1936",Turku,Y. Väisälä,·,25.0
1399,"August 23, 1936",Heidelberg,K. Reinmuth,·,4.9
1400,"November 17, 1936",Algiers,L. Boyer,TIR ·,16.0
1401,"October 22, 1935",Uccle,E. Delporte,·,9.3
1402,"July 16, 1936",Heidelberg,K. Reinmuth,·,14.0
1403,"August 13, 1936",Crimea-Simeis,G. N. Neujmin,CLO ·,27.0
1404,"August 17, 1936",Heidelberg,K. Reinmuth,L4,84.0
1405,"September 12, 1936",Turku,Y. Väisälä,·,6.8
1406,"September 13, 1936",Turku,Y. Väisälä,·,24.0
1407,"November 21, 1936",Turku,Y. Väisälä,·,20.0
1408,"November 23, 1936",Heidelberg,K. Reinmuth,EOS,35.0
1409,"January 8, 1937",Heidelberg,K. Reinmuth,·,36.0
1410,"January 8, 1937",Heidelberg,K. Reinmuth,EOS,21.0
1411,"January 8, 1937",Heidelberg,K. Reinmuth,·,28.0
1412,"January 19, 1937",Algiers,L. Boyer,·,7.8
1413,"February 12, 1937",Algiers,L. Boyer,EOS,20.0
1414,"February 12, 1937",Algiers,L. Boyer,DOR,15.0
1415,"March 4, 1937",Algiers,L. Boyer,slow,7.4
1416,"March 4, 1937",Algiers,L. Boyer,EOS,28.0
1417,"April 1, 1937",Heidelberg,K. Reinmuth,·,17.0
1418,"September 22, 1903",Heidelberg,P. Götz,·,12.0
1419,"September 5, 1929",Heidelberg,K. Reinmuth,·,15.0
1420,"September 14, 1931",Heidelberg,K. Reinmuth,·,21.0
1421,"March 18, 1936",Turku,Y. Väisälä,·,43.0
1422,"August 23, 1936",Heidelberg,K. Reinmuth,·,5.8
1423,"August 28, 1936",Uccle,"Hunaerts, J.",KOR,20.0
1424,"January 9, 1937",Turku,Y. Väisälä,·,65.0
1425,"April 3, 1937",Turku,K. Inkeri,EUN,12.0
1426,"April 1, 1937",Nice,M. Laugier,·,18.0
1427,"May 16, 1937",Johannesburg,C. Jackson,·,35.0
1428,"July 5, 1937",Johannesburg,C. Jackson,·,52.0
1429,"July 2, 1937",Johannesburg,C. Jackson,(887),9.9
1430,"July 5, 1937",Johannesburg,C. Jackson,(5),9.4
1431,"July 29, 1937",Johannesburg,C. Jackson,EUN,14.0
1432,"August 1, 1937",Johannesburg,C. Jackson,·,7.1
1433,"October 30, 1937",Uccle,E. Delporte,GEF · slow,13.0
1434,"March 19, 1936",Crimea-Simeis,G. N. Neujmin,EOS,27.0
1435,"November 23, 1936",Heidelberg,K. Reinmuth,·,15.0
1436,"December 11, 1936",Konkoly,G. Kulin,·,54.0
1437,"August 3, 1937",Heidelberg,K. Reinmuth,L4,118.0
1438,"October 11, 1937",Heidelberg,K. Reinmuth,·,38.0
1439,"October 11, 1937",Heidelberg,K. Reinmuth,3:2,51.0
1440,"October 11, 1937",Heidelberg,K. Reinmuth,THM,15.0
1441,"November 26, 1937",Konkoly,G. Kulin,slow,15.0
1442,"December 29, 1937",Konkoly,G. Kulin,KOR,17.0
1443,"December 29, 1937",Heidelberg,K. Reinmuth,KOR,16.0
1444,"January 6, 1938",Konkoly,G. Kulin,·,26.0
1445,"January 6, 1938",Konkoly,G. Kulin,THM,20.0
1446,"January 26, 1938",Turku,Y. Väisälä,·,8.2
1447,"January 26, 1938",Turku,Y. Väisälä,slow,12.0
1448,"February 16, 1938",Turku,Y. Väisälä,·,21.0
1449,"February 20, 1938",Turku,Y. Väisälä,·,9.3
1450,"February 20, 1938",Turku,Y. Väisälä,·,18.0
1451,"February 22, 1938",Turku,Y. Väisälä,slow,6.2
1452,"February 26, 1938",Konkoly,G. Kulin,·,21.0
1453,"March 8, 1938",Turku,Y. Väisälä,H · moon,6.6
1454,"February 16, 1936",Turku,Y. Väisälä,·,5.1
1455,"June 5, 1937",Heidelberg,A. Bohrmann,slow,6.6
1456,"July 2, 1937",Johannesburg,C. Jackson,·,38.0
1457,"August 3, 1937",Heidelberg,K. Reinmuth,·,18.0
1458,"September 1, 1937",Uccle,F. Rigaux,EUN · slow ·,17.0
1459,"November 4, 1937",Crimea-Simeis,G. N. Neujmin,·,29.0
1460,"November 24, 1937",Turku,Y. Väisälä,·,8.4
1461,"December 30, 1937",Nice,M. Laugier,·,35.0
1462,"February 6, 1938",Turku,Y. Väisälä,THM ·,27.0
1463,"February 6, 1938",Turku,Y. Väisälä,·,37.0
1464,"November 11, 1939",Williams Bay,G. Van Biesbroeck,EOS,23.0
1465,"March 20, 1938",Hamburg-Bergedorf,A. Wachmann,·,18.0
1466,"May 31, 1938",Heidelberg,K. Reinmuth,PHO,22.0
1467,"July 30, 1938",Johannesburg,C. Jackson,CYB,89.0
1468,"July 23, 1938",Johannesburg,C. Jackson,·,8.3
1469,"August 19, 1938",Heidelberg,K. Reinmuth,·,75.0
1470,"September 17, 1938",Heidelberg,A. Bohrmann,·,37.0
1471,"September 16, 1938",Turku,Y. Väisälä,·,29.0
1472,"October 18, 1938",Turku,Y. Väisälä,·,8.4
1473,"October 22, 1938",Turku,Y. Väisälä,slow,18.0
1474,"August 20, 1935",Johannesburg,C. Jackson,·,20.0
1475,"September 21, 1935",Crimea-Simeis,P. F. Shajn,·,10.0
1476,"September 10, 1936",Uccle,E. Delporte,·,7.4
1477,"February 6, 1938",Turku,Y. Väisälä,·,26.0
1478,"February 6, 1938",Turku,Y. Väisälä,·,9.5
1479,"February 16, 1938",Turku,Y. Väisälä,slow,15.0
1480,"February 18, 1938",Turku,Y. Väisälä,moon,6.4
1481,"February 7, 1938",Heidelberg,K. Reinmuth,slow,34.0
1482,"February 20, 1938",Heidelberg,K. Reinmuth,KOR,17.0
1483,"February 24, 1938",Turku,Y. Väisälä,slow,11.0
1484,"April 29, 1938",Crimea-Simeis,G. N. Neujmin,·,41.0
1485,"July 28, 1938",Heidelberg,K. Reinmuth,EOS,17.0
1486,"August 23, 1938",Uccle,E. Delporte,·,6.4
1487,"November 17, 1938",Heidelberg,K. Reinmuth,THM ·,26.0
1488,"December 15, 1938",Turku,Y. Väisälä,·,25.0
1489,"April 12, 1939",Konkoly,G. Kulin,·,27.0
1490,"June 14, 1936",Johannesburg,C. Jackson,·,15.0
1491,"February 23, 1938",Uccle,E. Delporte,·,22.0
1492,"March 23, 1938",Turku,Y. Väisälä,·,12.0
1493,"August 26, 1938",Uccle,E. Delporte,·,29.0
1494,"September 16, 1938",Turku,Y. Väisälä,·,7.8
1495,"September 21, 1938",Turku,Y. Väisälä,EUN,12.0
1496,"September 22, 1938",Turku,Y. Väisälä,·,7.8
1497,"September 22, 1938",Turku,Y. Väisälä,KOR,16.0
1498,"September 16, 1938",Turku,Y. Väisälä,·,32.0
1499,"October 16, 1938",Turku,Y. Väisälä,EUN,15.0
1500,"October 16, 1938",Turku,Y. Väisälä,·,8.1
1501,"October 20, 1938",Hamburg-Bergedorf,A. Wachmann,·,11.0
1502,"November 17, 1938",Heidelberg,K. Reinmuth,·,36.0
1503,"December 15, 1938",Turku,Y. Väisälä,EUN,23.0
1504,"March 23, 1939",Turku,L. Oterma,·,11.0
1505,"April 21, 1939",Johannesburg,C. Jackson,·,22.0
1506,"May 15, 1939",Johannesburg,C. Jackson,slow,14.0
1507,"September 12, 1939",Turku,L. Oterma,·,4.6
1508,"October 21, 1938",Turku,H. Alikoski,·,20.0
1509,"December 21, 1938",Nice,A. Patry,H · moon,8.2
1510,"February 22, 1939",Nice,A. Patry,·,25.0
1511,"March 22, 1939",Algiers,L. Boyer,·,14.0
1512,"March 18, 1939",Turku,H. Alikoski,3:2 · slow,80.0
1513,"March 10, 1940",Konkoly,G. Kulin,slow,6.6
1514,"August 22, 1906",Heidelberg,M. F. Wolf,·,7.8
1515,"November 15, 1936",Nice,A. Patry,·,6.5
1516,"January 28, 1938",Nice,A. Patry,·,26.0
1517,"March 20, 1938",Belgrade,M. B. Protić,·,40.0
1518,"October 15, 1938",Turku,Y. Väisälä,·,8.5
1519,"October 15, 1938",Turku,Y. Väisälä,·,31.0
1520,"October 22, 1938",Turku,Y. Väisälä,·,53.0
1521,"October 22, 1938",Turku,Y. Väisälä,BRA,15.0
1522,"November 18, 1938",Turku,L. Oterma,·,9.4
1523,"January 18, 1939",Turku,Y. Väisälä,·,9.1
1524,"September 18, 1939",Turku,Y. Väisälä,·,45.0
1525,"September 18, 1939",Turku,Y. Väisälä,·,12.0
1526,"October 7, 1939",Turku,Y. Väisälä,moon,5.3
1527,"October 18, 1939",Turku,Y. Väisälä,·,10.0
1528,"February 10, 1940",Heidelberg,K. Reinmuth,·,11.0
1529,"January 26, 1938",Turku,Y. Väisälä,HIL · 3:2,56.0
1530,"September 16, 1938",Turku,Y. Väisälä,·,5.0
1531,"September 17, 1938",Heidelberg,A. Bohrmann,EUN,10.0
1532,"September 16, 1938",Turku,Y. Väisälä,EOS ·,24.0
1533,"January 19, 1939",Turku,Y. Väisälä,EOS,24.0
1534,"January 20, 1939",Turku,Y. Väisälä,CLO ·,22.0
1535,"September 9, 1939",Turku,Y. Väisälä,·,24.0
1536,"September 18, 1939",Turku,Y. Väisälä,·,8.0
1537,"August 27, 1940",Konkoly,G. Strommer,slow,20.0
1538,"September 8, 1940",Konkoly,G. Kulin,·,6.1
1539,"October 29, 1940",Nice,A. Patry,THM ·,27.0
1540,"November 16, 1938",Turku,L. Oterma,·,44.0
1541,"February 12, 1939",Turku,Y. Väisälä,·,22.0
1542,"August 26, 1941",Turku,Y. Väisälä,·,42.0
1543,"September 21, 1941",Uccle,E. Delporte,·,12.0
1544,"October 15, 1941",Turku,L. Oterma,·,25.0
1545,"October 15, 1941",Turku,L. Oterma,·,19.0
1546,"September 28, 1941",Konkoly,G. Kulin,·,26.0
1547,"February 12, 1929",Uccle,"Bourgeois, P.",(1547) ·,21.0
1548,"March 26, 1935",Turku,Y. Väisälä,·,31.0
1549,"April 2, 1937",Turku,Y. Väisälä,·,10.0
1550,"November 29, 1937",Belgrade,M. B. Protić,(887),11.0
1551,"February 24, 1938",Turku,Y. Väisälä,·,10.0
1552,"February 24, 1938",Turku,Y. Väisälä,EOS,19.0
1553,"January 13, 1940",Heidelberg,K. Reinmuth,·,14.0
1554,"September 6, 1940",Belgrade,M. B. Protić,EUN ·,16.0
1555,"September 15, 1941",Uccle,F. Rigaux,·,23.0
1556,"January 14, 1942",Heidelberg,K. Reinmuth,CYB,29.0
1557,"January 14, 1942",Heidelberg,K. Reinmuth,EOS,19.0
1558,"January 20, 1942",Turku,L. Oterma,·,55.0
1559,"January 20, 1942",Turku,L. Oterma,·,11.0
1560,"December 3, 1942",Uccle,E. Delporte,·,24.0
1561,"February 15, 1941",Heidelberg,K. Reinmuth,HYG,25.0
1562,"March 9, 1943",Heidelberg,K. Reinmuth,·,9.6
1563,"March 7, 1943",Uccle,S. J. Arend,·,7.2
1564,"October 15, 1936",Belgrade,M. B. Protić,·,42.0
1565,"November 25, 1948",Uccle,S. J. Arend,·,7.9
1566,"June 27, 1949",Palomar,W. Baade,APO + 1 km (0.62 mi) · PHA,1.0
1567,"April 22, 1941",Turku,Y. Väisälä,URS,69.0
1568,"August 21, 1946",Johannesburg,E. L. Johnson,PHO,12.0
1569,"August 3, 1948",La Plata Observatory,M. Itzigsohn,·,36.0
1570,"October 9, 1948",Uccle,S. J. Arend,KOR · slow,12.0
1571,"March 20, 1950",La Plata Observatory,M. Itzigsohn,·,18.0
1572,"September 22, 1949",Poznań,"J. Dobrzycki , Kwiek, A.",·,32.0
1573,"October 27, 1949",Uccle,S. J. Arend,PHO · slow,9.1
1574,"March 22, 1949",Algiers,L. Boyer,CYB,58.0
1575,"April 20, 1950",Brooklyn,Indiana University,PHO · slow,9.5
1576,"September 30, 1948",Uccle,S. J. Arend,THM,27.0
1577,"January 19, 1949",Algiers,L. Boyer,·,5.6
1578,"January 10, 1951",Brooklyn,Indiana University,3:2,47.0
1579,"September 30, 1948",Uccle,S. J. Arend,CYB,47.0
1580,"May 22, 1950",Johannesburg,E. L. Johnson,AMO + 1 km (0.62 mi),5.8
1581,"June 15, 1950",La Plata Observatory,M. Itzigsohn,THM · slow,30.0
1582,"June 15, 1950",La Plata Observatory,M. Itzigsohn,·,37.0
1583,"September 19, 1950",Uccle,S. J. Arend,L4,109.0
1584,"February 7, 1927",Tokyo,O. Oikawa,PHO,19.0
1585,"September 7, 1947",Johannesburg,E. L. Johnson,·,55.0
1586,"February 13, 1939",Hamburg-Bergedorf,A. Wachmann,·,11.0
1587,"March 25, 1933",Heidelberg,K. Reinmuth,·,15.0
1588,"June 27, 1951",La Plata Observatory,M. Itzigsohn,EOS,18.0
1589,"September 13, 1950",La Plata Observatory,M. Itzigsohn,·,11.0
1590,"July 1, 1933",Crimea-Simeis,G. N. Neujmin,·,10.0
1591,"May 31, 1951",Uccle,S. J. Arend,PHO,14.0
1592,"June 1, 1951",Uccle,S. J. Arend,·,14.0
1593,"June 1, 1951",Uccle,S. J. Arend,·,6.1
1594,"November 23, 1949",Algiers,L. Boyer,slow,11.0
1595,"June 19, 1930",Johannesburg,"C. Jackson , H. E. Wood",·,27.0
1596,"March 8, 1951",La Plata Observatory,M. Itzigsohn,·,46.0
1597,"March 7, 1949",Algiers,L. Boyer,·,13.0
1598,"February 11, 1950",Algiers,L. Boyer,·,9.7
1599,"November 17, 1950",Algiers,L. Boyer,HYG,41.0
1600,"October 22, 1947",Mount Hamilton,C. A. Wirtanen,H,7.4
1601,"May 18, 1942",Algiers,L. Boyer,·,7.5
1602,"March 14, 1950",Brooklyn,Indiana University,·,8.0
1603,"November 4, 1926",Crimea-Simeis,G. N. Neujmin,·,40.0
1604,"March 24, 1931",Flagstaff,C. O. Lampland,EOS,32.0
1605,"April 13, 1936",Uccle,P. Đurković,EOS,30.0
1606,"September 14, 1950",Algiers,L. Boyer,slow,19.0
1607,"September 3, 1950",Johannesburg,E. L. Johnson,(887),13.0
1608,"September 1, 1951",La Plata Observatory,M. Itzigsohn,(254),6.7
1609,"July 10, 1951",Johannesburg,E. L. Johnson,(194),30.0
1610,"September 11, 1928",Crimea-Simeis,P. F. Shajn,·,6.1
1611,"February 17, 1950",Heidelberg,K. Reinmuth,HYG,24.0
1612,"January 23, 1950",Heidelberg,K. Reinmuth,·,19.0
1613,"September 16, 1950",Uccle,S. J. Arend,CLO ·,18.0
1614,"April 18, 1952",Uccle,A. Schmitt,·,48.0
1615,"January 28, 1950",Brooklyn,Indiana University,THM,29.0
1616,"March 15, 1950",Algiers,L. Boyer,·,24.0
1617,"March 20, 1952",Algiers,L. Boyer,·,21.0
1618,"July 5, 1948",Johannesburg,E. L. Johnson,KOR,17.0
1619,"October 11, 1953",Kwasan,"Mitani, T.",·,9.0
1620,"September 14, 1951",Palomar,"A. G. Wilson , R. Minkowski",APO + 1 km (0.62 mi) · PHA,2.6
1621,"October 1, 1926",Crimea-Simeis,S. Belyavsky,·,13.0
1622,"March 15, 1952",Uccle,A. Schmitt,·,8.4
1623,"August 9, 1948",Johannesburg,E. L. Johnson,THM,28.0
1624,"October 9, 1931",Heidelberg,K. Reinmuth,THM,26.0
1625,"September 1, 1953",Uccle,S. J. Arend,·,53.0
1626,"January 10, 1927",Barcelona,J. Comas i Solà,moon,15.0
1627,"September 25, 1929",Johannesburg,E. Hertzsprung,AMO + 1 km (0.62 mi),9.1
1628,"September 11, 1923",Heidelberg,K. Reinmuth,·,59.0
1629,"February 28, 1952",Algiers,L. Boyer,·,8.5
1630,"February 28, 1952",Algiers,L. Boyer,·,19.0
1631,"October 11, 1936",Turku,Y. Väisälä,·,8.6
1632,"February 26, 1941",Heidelberg,K. Reinmuth,·,29.0
1633,"March 3, 1929",Uccle,S. J. Arend,THM,37.0
1634,"August 19, 1935",Johannesburg,C. Jackson,·,9.0
1635,"March 7, 1924",Heidelberg,K. Reinmuth,KOR,17.0
1636,"January 23, 1950",Heidelberg,K. Reinmuth,·,8.4
1637,"August 28, 1936",Uccle,"Hunaerts, J.",·,53.0
1638,"May 3, 1935",Johannesburg,C. Jackson,·,19.0
1639,"September 12, 1951",Uccle,S. J. Arend,·,36.0
1640,"August 31, 1951",Uccle,S. J. Arend,·,6.1
1641,"July 25, 1935",Johannesburg,C. Jackson,EOS,26.0
1642,"September 4, 1951",Heidelberg,K. Reinmuth,·,16.0
1643,"September 4, 1951",Heidelberg,K. Reinmuth,·,9.5
1644,"December 16, 1935",Madrid,R. Carrasco,·,14.0
1645,"July 24, 1933",Heidelberg,K. Reinmuth,·,28.0
1646,"January 19, 1939",Turku,Y. Väisälä,·,13.0
1647,"June 23, 1957",Palomar,S. B. Nicholson,L4,43.0
1648,"September 5, 1935",Crimea-Simeis,P. F. Shajn,·,9.4
1649,"February 27, 1951",Algiers,L. Boyer,EOS,15.0
1650,"October 11, 1937",Heidelberg,K. Reinmuth,·,30.0
1651,"April 23, 1936",Nice,M. Laugier,·,9.0
1652,"August 9, 1953",Uccle,S. J. Arend,·,8.7
1653,"August 30, 1937",Crimea-Simeis,G. N. Neujmin,·,9.0
1654,"October 8, 1931",Crimea-Simeis,P. F. Shajn,EOS,25.0
1655,"November 28, 1929",Barcelona,J. Comas i Solà,·,36.0
1656,"March 11, 1942",Turku,Y. Väisälä,H,7.9
1657,"March 6, 1961",Zimmerwald,P. Wild,PHO · slow,7.7
1658,"July 13, 1953",Johannesburg,"Bruwer, J. A.",RAF,13.0
1659,"December 28, 1940",Turku,Y. Väisälä,·,28.0
1660,"April 7, 1953",Johannesburg,"Bruwer, J. A.",·,11.0
1661,"March 31, 1916",Heidelberg,M. F. Wolf,·,7.1
1662,"September 11, 1923",Heidelberg,K. Reinmuth,MRX,12.0
1663,"August 4, 1926",Johannesburg,H. E. Wood,slow,14.0
1664,"February 4, 1929",Uccle,E. Delporte,·,8.4
1665,"February 27, 1930",Heidelberg,K. Reinmuth,slow,11.0
1666,"July 22, 1930",Johannesburg,H. van Gent,·,7.7
1667,"September 16, 1930",Johannesburg,H. van Gent,·,9.0
1668,"July 24, 1933",Heidelberg,K. Reinmuth,·,25.0
1669,"September 7, 1934",Heidelberg,K. Reinmuth,THM,42.0
1670,"September 9, 1934",Johannesburg,H. van Gent,·,21.0
1671,"October 3, 1934",Crimea-Simeis,G. N. Neujmin,(5),9.4
1672,"January 29, 1935",Uccle,E. Delporte,·,26.0
1673,"October 11, 1937",Heidelberg,K. Reinmuth,·,21.0
1674,"February 7, 1938",Heidelberg,K. Reinmuth,THM,32.0
1675,"March 20, 1938",Belgrade,M. B. Protić,·,11.0
1676,"June 15, 1939",Johannesburg,C. Jackson,·,7.6
1677,"September 6, 1940",Turku,Y. Väisälä,MAR,12.0
1678,"December 28, 1940",Turku,Y. Väisälä,·,43.0
1679,"March 18, 1941",Turku,L. Oterma,·,53.0
1680,"February 12, 1942",Turku,L. Oterma,·,14.0
1681,"November 23, 1948",Nice,M. Laugier,·,16.0
1682,"August 2, 1949",Heidelberg,K. Reinmuth,·,7.3
1683,"September 19, 1950",Uccle,S. J. Arend,·,21.0
1684,"August 23, 1951",La Plata Observatory,M. Itzigsohn,THM,30.0
1685,"July 17, 1948",Mount Hamilton,C. A. Wirtanen,APO + 1 km (0.62 mi),3.4
1686,"September 28, 1935",Johannesburg,H. van Gent,THM,30.0
1687,"September 19, 1965",Zimmerwald,P. Wild,THM,38.0
1688,"March 3, 1951",La Plata Observatory,M. Itzigsohn,·,16.0
1689,"September 16, 1930",Johannesburg,H. van Gent,slow,14.0
1690,"November 8, 1948",Nice,M. Laugier,·,34.0
1691,"September 9, 1956",Heidelberg,K. Reinmuth,THM,34.0
1692,"August 16, 1936",Crimea-Simeis,G. N. Neujmin,·,36.0
1693,"May 5, 1935",Johannesburg,H. van Gent,·,38.0
1694,"September 29, 1934",Johannesburg,H. van Gent,·,16.0
1695,"October 15, 1941",Turku,L. Oterma,·,19.0
1696,"March 18, 1939",Turku,Y. Väisälä,·,9.2
1697,"September 8, 1940",Turku,H. Alikoski,·,11.0
1698,"February 10, 1934",Uccle,E. Delporte,THM,26.0
1699,"August 26, 1941",Turku,Y. Väisälä,·,8.3
1700,"August 26, 1940",Belgrade,P. Đurković,·,20.0
1701,"July 6, 1953",Johannesburg,J. Churms,·,19.0
1702,"July 7, 1924",Johannesburg,E. Hertzsprung,·,35.0
1703,"September 2, 1930",Heidelberg,M. F. Wolf,slow,9.2
1704,"March 7, 1924",Heidelberg,K. Reinmuth,·,6.6
1705,"September 26, 1941",Turku,L. Oterma,·,12.0
1706,"October 5, 1931",Heidelberg,K. Reinmuth,·,6.1
1707,"September 8, 1932",Uccle,E. Delporte,·,7.5
1708,"December 1, 1929",Barcelona,J. Comas i Solà,·,29.0
1709,"August 16, 1925",Crimea-Simeis,G. Shajn,·,9.4
1710,"October 20, 1941",Konkoly,G. Kulin,·,9.8
1711,"January 29, 1935",Uccle,E. Delporte,EOS,23.0
1712,"May 28, 1935",Johannesburg,C. Jackson,·,67.0
1713,"September 27, 1951",Algiers,L. Boyer,·,5.7
1714,"July 25, 1951",Algiers,L. Boyer,·,14.0
1715,"April 9, 1938",Turku,H. Alikoski,·,24.0
1716,"April 4, 1934",Heidelberg,K. Reinmuth,·,27.0
1717,"January 8, 1954",Uccle,S. J. Arend,moon,8.5
1718,"September 14, 1942",Turku,M. Väisälä,·,9.7
1719,"February 17, 1950",Heidelberg,K. Reinmuth,·,20.0
1720,"February 7, 1935",Heidelberg,K. Reinmuth,slow,6.4
1721,"October 3, 1953",Brooklyn,Indiana University,·,44.0
1722,"February 23, 1938",Uccle,E. Delporte,·,10.0
1723,"March 18, 1936",Turku,Y. Väisälä,EOS,33.0
1724,"February 28, 1932",Uccle,E. Delporte,·,38.0
1725,"September 20, 1930",Crimea-Simeis,G. N. Neujmin,KOR,16.0
1726,"July 24, 1933",Heidelberg,K. Reinmuth,HOF,25.0
1727,"January 25, 1965",Bloemfontein,A. D. Andrews,H · moon,6.8
1728,"October 12, 1964",Brooklyn,Indiana University,·,15.0
1729,"September 19, 1963",Brooklyn,Indiana University,·,9.0
1730,"October 17, 1936",Nice,M. Laugier,·,15.0
1731,"August 9, 1948",Johannesburg,E. L. Johnson,·,55.0
1732,"March 9, 1943",Heidelberg,K. Reinmuth,EOS,22.0
1733,"February 19, 1938",Heidelberg,A. Bohrmann,·,6.7
1734,"October 11, 1928",Crimea-Simeis,G. N. Neujmin,DOR,26.0
1735,"September 10, 1948",Crimea-Simeis,P. F. Shajn,·,62.0
1736,"September 6, 1967",Bordeaux,G. Soulié,·,8.6
1737,"October 13, 1966",Nauchnij,L. I. Chernykh,EOS,21.0
1738,"September 16, 1930",Johannesburg,H. van Gent,·,7.9
1739,"August 15, 1939",Heidelberg,K. Reinmuth,·,7.9
1740,"October 18, 1939",Turku,Y. Väisälä,·,13.0
1741,"January 26, 1960",Brooklyn,Indiana University,KOR,13.0
1742,"September 7, 1934",Heidelberg,K. Reinmuth,KOR,17.0
1743,"September 24, 1960",Palomar,"C. J. van Houten , I. van Houten-Groeneveld , T. Gehrels",·,19.0
1744,"September 24, 1960",Palomar,"C. J. van Houten, I. van Houten-Groeneveld, T. Gehrels",slow,5.0
1745,"September 17, 1941",Washington,"Willis, J.",KOR,12.0
1746,"September 14, 1963",Brooklyn,Indiana University,HIL · 3:2,63.0
1747,"July 14, 1947",Mount Hamilton,C. A. Wirtanen,·,6.4
1748,"September 7, 1966",Zimmerwald,P. Wild,3:2,45.0
1749,"September 23, 1949",Heidelberg,K. Reinmuth,L4,65.0
1750,"July 15, 1950",Heidelberg,K. Reinmuth,H · slow,4.1
1751,"July 27, 1955",Brooklyn,Indiana University,GEF,11.0
1752,"July 22, 1930",Johannesburg,H. van Gent,·,4.6
1753,"May 10, 1934",Johannesburg,H. van Gent,EOS,19.0
1754,"March 29, 1935",Uccle,E. Delporte,3:2,80.0
1755,"November 8, 1936",Nice,M. Laugier,EOS,25.0
1756,"December 24, 1937",Nice,A. Patry,·,10.0
1757,"March 17, 1939",Turku,Y. Väisälä,·,10.0
1758,"February 18, 1942",Turku,L. Oterma,EOS,20.0
1759,"September 11, 1942",Heidelberg,K. Reinmuth,·,7.3
1760,"April 10, 1950",Johannesburg,E. L. Johnson,·,35.0
1761,"March 30, 1952",Brooklyn,Indiana University,·,20.0
1762,"October 8, 1953",Brooklyn,Indiana University,KOR ·,17.0
1763,"October 13, 1953",Brooklyn,Indiana University,·,7.0
1764,"November 7, 1953",Brooklyn,Indiana University,THM,27.0
1765,"December 15, 1957",Brooklyn,Indiana University,·,38.0
1766,"September 7, 1962",Brooklyn,Indiana University,PAD,19.0
1767,"September 7, 1962",Brooklyn,Indiana University,EOS,15.0
1768,"September 23, 1965",Zimmerwald,P. Wild,NYS,20.0
1769,"August 25, 1966",Córdoba,"Pereyra, Z.",·,5.6
1770,"May 10, 1967",El Leoncito,"C. U. Cesco , A. R. Klemola",moon,11.0
1771,"January 24, 1968",Nauchnij,L. I. Chernykh,·,47.0
